timestamp,temperature_2m,relative_humidity_2m,precipitation,rain,showers,snowfall,snow_depth,dew_point_2m,wind_speed_10m,wind_direction_10m,wind_gusts_10m,cloud_cover,surface_pressure
2010-02-01 00:00:00,-1.2,88,0.0,0.0,0.0,0.0,0.0,-2.9,17.4,277,28.4,13,999.8
2010-02-01 01:00:00,-1.1,87,0.0,0.0,0.0,0.0,0.0,-3.0,18.6,285,29.9,28,1000.1
2010-02-01 02:00:00,-0.9,86,0.0,0.0,0.0,0.0,0.0,-2.9,18.5,291,30.6,15,1000.5
2010-02-01 03:00:00,-0.7,85,0.0,0.0,0.0,0.0,0.0,-3.0,17.6,296,30.2,12,1000.9
2010-02-01 04:00:00,-0.6,85,0.0,0.0,0.0,0.0,0.0,-2.8,16.3,301,30.2,6,1001.4
2010-02-01 05:00:00,-0.8,87,0.0,0.0,0.0,0.0,0.0,-2.8,15.7,302,29.5,5,1001.9
2010-02-01 06:00:00,-1.2,87,0.0,0.0,0.0,0.0,0.0,-3.1,14.9,302,27.0,2,1002.7
2010-02-01 07:00:00,-1.4,85,0.0,0.0,0.0,0.0,0.0,-3.6,14.3,298,25.9,0,1003.3
2010-02-01 08:00:00,-1.7,84,0.0,0.0,0.0,0.0,0.0,-4.1,13.5,295,25.2,1,1004.2
2010-02-01 09:00:00,-1.0,81,0.0,0.0,0.0,0.0,0.0,-3.8,14.4,292,24.8,0,1005.0
2010-02-01 10:00:00,0.7,77,0.0,0.0,0.0,0.0,0.0,-2.9,14.5,297,26.3,1,1005.4
2010-02-01 11:00:00,2.1,71,0.0,0.0,0.0,0.0,0.0,-2.6,15.1,295,28.8,85,1006.1
2010-02-01 12:00:00,3.2,69,0.0,0.0,0.0,0.0,0.0,-1.9,15.7,290,29.9,100,1006.4
2010-02-01 13:00:00,3.6,69,0.0,0.0,0.0,0.0,0.0,-1.7,16.4,285,30.6,100,1006.5
2010-02-01 14:00:00,3.9,68,0.0,0.0,0.0,0.0,0.0,-1.5,17.9,285,33.1,100,1006.5
2010-02-01 15:00:00,4.0,70,0.0,0.0,0.0,0.0,0.0,-1.0,17.4,283,33.1,97,1006.9
2010-02-01 16:00:00,3.4,75,0.0,0.0,0.0,0.0,0.0,-0.5,14.0,270,29.9,96,1007.1
2010-02-01 17:00:00,2.2,82,0.0,0.0,0.0,0.0,0.0,-0.5,12.8,259,24.1,9,1007.2
2010-02-01 18:00:00,1.3,88,0.0,0.0,0.0,0.0,0.0,-0.5,13.4,250,20.5,3,1007.2
2010-02-01 19:00:00,0.7,90,0.0,0.0,0.0,0.0,0.0,-0.7,14.7,245,25.2,4,1007.1
2010-02-01 20:00:00,0.5,91,0.0,0.0,0.0,0.0,0.0,-0.8,15.8,240,27.0,51,1006.7
2010-02-01 21:00:00,0.4,92,0.0,0.0,0.0,0.0,0.0,-0.8,17.1,235,29.5,81,1006.2
2010-02-01 22:00:00,0.3,93,0.0,0.0,0.0,0.0,0.0,-0.7,20.6,234,33.1,97,1005.4
2010-02-01 23:00:00,0.6,93,0.0,0.0,0.0,0.0,0.0,-0.4,21.8,236,37.4,100,1004.9
2010-02-02 00:00:00,1.1,93,0.0,0.0,0.0,0.0,0.0,0.0,23.1,239,40.0,100,1004.2
2010-02-02 01:00:00,1.8,91,0.0,0.0,0.0,0.0,0.0,0.5,23.7,242,42.1,100,1003.5
2010-02-02 02:00:00,2.4,90,0.0,0.0,0.0,0.0,0.0,1.0,23.6,239,42.8,100,1002.5
2010-02-02 03:00:00,2.9,90,0.0,0.0,0.0,0.0,0.0,1.4,24.3,235,43.6,100,1001.3
2010-02-02 04:00:00,3.2,90,0.1,0.1,0.0,0.0,0.0,1.8,25.0,234,43.9,100,1000.4
2010-02-02 05:00:00,3.5,91,0.1,0.1,0.0,0.0,0.0,2.1,25.8,234,45.0,100,999.3
2010-02-02 06:00:00,3.9,91,0.2,0.2,0.0,0.0,0.0,2.5,25.6,238,45.7,100,998.2
2010-02-02 07:00:00,4.7,92,0.1,0.1,0.0,0.0,0.0,3.5,24.0,242,45.0,100,997.3
2010-02-02 08:00:00,4.9,92,0.2,0.2,0.0,0.0,0.0,3.7,23.7,244,42.8,100,996.6
2010-02-02 09:00:00,5.1,92,0.2,0.2,0.0,0.0,0.0,3.9,23.3,243,41.8,100,996.3
2010-02-02 10:00:00,5.4,92,0.4,0.4,0.0,0.0,0.0,4.2,24.9,248,41.8,100,995.2
2010-02-02 11:00:00,5.8,92,0.8,0.8,0.0,0.0,0.0,4.6,24.7,251,41.0,100,994.4
2010-02-02 12:00:00,5.8,93,0.5,0.5,0.0,0.0,0.0,4.8,23.7,257,41.4,100,993.8
2010-02-02 13:00:00,6.4,92,0.0,0.0,0.0,0.0,0.0,5.2,23.5,265,42.8,88,993.2
2010-02-02 14:00:00,7.1,89,0.0,0.0,0.0,0.0,0.0,5.4,23.4,268,41.8,58,992.7
2010-02-02 15:00:00,7.7,85,0.0,0.0,0.0,0.0,0.0,5.3,23.5,276,44.6,58,992.6
2010-02-02 16:00:00,7.3,85,0.0,0.0,0.0,0.0,0.0,4.9,21.6,288,40.7,76,992.8
2010-02-02 17:00:00,6.6,88,0.1,0.1,0.0,0.0,0.0,4.8,18.3,302,37.8,100,993.8
2010-02-02 18:00:00,6.0,92,0.3,0.3,0.0,0.0,0.0,4.9,13.9,323,34.6,100,994.7
2010-02-02 19:00:00,5.1,96,0.3,0.3,0.0,0.0,0.0,4.5,12.1,350,26.3,99,995.6
2010-02-02 20:00:00,4.0,96,0.2,0.2,0.0,0.0,0.0,3.4,10.1,358,22.0,97,996.5
2010-02-02 21:00:00,3.2,94,0.1,0.1,0.0,0.0,0.0,2.4,7.3,351,19.4,96,997.3
2010-02-02 22:00:00,2.5,94,0.0,0.0,0.0,0.0,0.0,1.7,4.2,329,13.7,94,998.0
2010-02-02 23:00:00,2.0,95,0.0,0.0,0.0,0.0,0.0,1.3,5.3,298,10.4,87,998.3
2010-02-03 00:00:00,1.6,95,0.0,0.0,0.0,0.0,0.0,0.9,8.0,297,13.3,66,998.9
2010-02-03 01:00:00,1.1,95,0.0,0.0,0.0,0.0,0.0,0.4,7.8,292,14.4,85,999.3
2010-02-03 02:00:00,0.5,95,0.0,0.0,0.0,0.0,0.0,-0.2,8.3,288,14.4,86,999.3
2010-02-03 03:00:00,-0.3,94,0.0,0.0,0.0,0.0,0.0,-1.1,8.0,288,13.7,93,999.9
2010-02-03 04:00:00,-0.9,94,0.0,0.0,0.0,0.0,0.0,-1.8,7.9,286,12.2,83,1000.2
2010-02-03 05:00:00,-1.6,94,0.0,0.0,0.0,0.0,0.0,-2.5,6.7,286,11.9,90,1000.4
2010-02-03 06:00:00,-2.4,94,0.0,0.0,0.0,0.0,0.0,-3.3,5.9,281,10.1,97,1000.7
2010-02-03 07:00:00,-2.0,94,0.0,0.0,0.0,0.0,0.0,-2.9,5.1,274,10.8,99,1000.8
2010-02-03 08:00:00,-2.5,94,0.0,0.0,0.0,0.0,0.0,-3.4,5.4,262,8.3,100,1001.1
2010-02-03 09:00:00,-1.5,95,0.0,0.0,0.0,0.0,0.0,-2.2,6.0,237,10.4,100,1001.4
2010-02-03 10:00:00,0.7,91,0.0,0.0,0.0,0.0,0.0,-0.5,4.6,219,11.9,100,1001.5
2010-02-03 11:00:00,2.2,83,0.0,0.0,0.0,0.0,0.0,-0.4,5.8,202,12.6,100,1001.5
2010-02-03 12:00:00,3.1,72,0.0,0.0,0.0,0.0,0.0,-1.6,6.2,190,14.4,100,1001.5
2010-02-03 13:00:00,3.5,66,0.0,0.0,0.0,0.0,0.0,-2.4,8.3,182,18.0,100,1001.4
2010-02-03 14:00:00,3.5,66,0.0,0.0,0.0,0.0,0.0,-2.3,11.5,176,22.7,100,1001.1
2010-02-03 15:00:00,3.4,68,0.0,0.0,0.0,0.0,0.0,-1.9,13.7,166,24.8,100,1000.4
2010-02-03 16:00:00,2.9,74,0.0,0.0,0.0,0.0,0.0,-1.2,14.4,158,25.2,100,1000.0
2010-02-03 17:00:00,2.4,81,0.2,0.2,0.0,0.0,0.0,-0.5,15.8,150,27.7,100,999.2
2010-02-03 18:00:00,2.4,88,0.8,0.7,0.0,0.07,0.0,0.6,16.7,155,31.3,100,998.6
2010-02-03 19:00:00,2.5,98,1.6,1.5,0.0,0.07,0.0,2.2,16.0,166,30.2,100,997.9
2010-02-03 20:00:00,3.8,98,0.3,0.3,0.0,0.0,0.0,3.5,13.9,190,26.3,100,997.6
2010-02-03 21:00:00,5.2,98,0.0,0.0,0.0,0.0,0.0,4.9,14.0,222,24.5,100,997.5
2010-02-03 22:00:00,6.0,98,0.0,0.0,0.0,0.0,0.0,5.6,12.3,255,23.4,100,997.9
2010-02-03 23:00:00,6.1,98,0.0,0.0,0.0,0.0,0.0,5.8,11.4,257,23.4,100,998.4
2010-02-04 00:00:00,5.9,98,0.0,0.0,0.0,0.0,0.0,5.6,9.3,242,22.0,100,998.6
2010-02-04 01:00:00,5.4,99,0.0,0.0,0.0,0.0,0.0,5.2,10.0,232,19.8,100,999.0
2010-02-04 02:00:00,4.9,99,0.0,0.0,0.0,0.0,0.0,4.8,8.4,227,16.6,100,999.2
2010-02-04 03:00:00,4.6,100,0.0,0.0,0.0,0.0,0.0,4.5,7.5,215,13.7,100,999.1
2010-02-04 04:00:00,4.5,100,0.0,0.0,0.0,0.0,0.0,4.4,7.6,199,12.2,100,999.2
2010-02-04 05:00:00,4.5,100,0.0,0.0,0.0,0.0,0.0,4.4,7.6,177,12.6,100,999.0
2010-02-04 06:00:00,4.6,100,0.0,0.0,0.0,0.0,0.0,4.5,7.2,153,13.0,100,998.8
2010-02-04 07:00:00,4.6,100,0.0,0.0,0.0,0.0,0.0,4.5,9.2,138,14.8,100,998.5
2010-02-04 08:00:00,4.8,100,0.0,0.0,0.0,0.0,0.0,4.7,11.5,141,18.7,100,998.7
2010-02-04 09:00:00,5.3,99,0.0,0.0,0.0,0.0,0.0,5.2,14.3,139,23.4,100,998.5
2010-02-04 10:00:00,6.2,98,0.0,0.0,0.0,0.0,0.0,5.9,17.7,141,27.4,100,998.3
2010-02-04 11:00:00,7.2,93,0.0,0.0,0.0,0.0,0.0,6.1,18.8,148,33.1,100,998.2
2010-02-04 12:00:00,7.8,92,0.0,0.0,0.0,0.0,0.0,6.5,17.1,152,33.8,100,997.8
2010-02-04 13:00:00,8.2,88,0.0,0.0,0.0,0.0,0.0,6.4,19.0,155,34.9,100,997.1
2010-02-04 14:00:00,8.5,87,0.0,0.0,0.0,0.0,0.0,6.5,19.0,155,36.0,100,996.5
2010-02-04 15:00:00,8.3,88,0.2,0.2,0.0,0.0,0.0,6.4,19.9,158,39.6,100,995.6
2010-02-04 16:00:00,7.9,90,0.0,0.0,0.0,0.0,0.0,6.3,18.5,153,39.6,100,995.1
2010-02-04 17:00:00,7.2,92,0.0,0.0,0.0,0.0,0.0,6.0,18.4,152,36.4,100,994.9
2010-02-04 18:00:00,6.3,93,0.0,0.0,0.0,0.0,0.0,5.3,19.5,150,37.4,100,994.6
2010-02-04 19:00:00,5.5,94,0.0,0.0,0.0,0.0,0.0,4.6,21.1,143,34.2,100,994.2
2010-02-04 20:00:00,4.7,93,0.0,0.0,0.0,0.0,0.0,3.6,22.0,140,36.7,100,993.7
2010-02-04 21:00:00,4.5,90,0.0,0.0,0.0,0.0,0.0,3.0,21.9,138,37.4,99,993.1
2010-02-04 22:00:00,4.3,89,0.0,0.0,0.0,0.0,0.0,2.7,20.9,136,37.4,100,992.1
2010-02-04 23:00:00,4.2,89,0.0,0.0,0.0,0.0,0.0,2.5,22.2,133,38.2,100,991.3
2010-02-05 00:00:00,3.9,89,0.0,0.0,0.0,0.0,0.0,2.3,21.4,134,38.9,100,990.5
2010-02-05 01:00:00,3.6,90,0.0,0.0,0.0,0.0,0.0,2.1,20.9,135,38.5,100,989.8
2010-02-05 02:00:00,3.4,91,0.0,0.0,0.0,0.0,0.0,2.1,18.9,140,36.4,100,989.3
2010-02-05 03:00:00,3.3,92,0.0,0.0,0.0,0.0,0.0,2.1,16.3,139,32.0,100,989.0
2010-02-05 04:00:00,3.5,93,0.5,0.5,0.0,0.0,0.0,2.5,15.8,133,30.6,100,988.8
2010-02-05 05:00:00,3.8,94,0.8,0.8,0.0,0.0,0.0,2.9,15.3,139,29.9,100,988.7
2010-02-05 06:00:00,4.2,95,0.9,0.9,0.0,0.0,0.0,3.4,13.4,153,27.7,100,988.7
2010-02-05 07:00:00,5.1,97,0.2,0.2,0.0,0.0,0.0,4.6,9.8,174,23.0,100,989.1
2010-02-05 08:00:00,5.3,97,0.2,0.2,0.0,0.0,0.0,4.8,9.2,191,19.1,100,989.9
2010-02-05 09:00:00,5.5,95,0.2,0.2,0.0,0.0,0.0,4.8,9.1,214,17.6,100,990.8
2010-02-05 10:00:00,5.7,94,0.0,0.0,0.0,0.0,0.0,4.8,9.4,230,16.9,100,991.3
2010-02-05 11:00:00,6.7,90,0.0,0.0,0.0,0.0,0.0,5.2,10.5,229,20.5,100,992.3
2010-02-05 12:00:00,7.5,86,0.0,0.0,0.0,0.0,0.0,5.3,10.2,225,22.0,100,992.5
2010-02-05 13:00:00,8.3,81,0.0,0.0,0.0,0.0,0.0,5.1,10.7,222,24.5,100,992.5
2010-02-05 14:00:00,8.7,75,0.0,0.0,0.0,0.0,0.0,4.6,10.1,215,25.6,91,992.6
2010-02-05 15:00:00,8.8,74,0.0,0.0,0.0,0.0,0.0,4.3,10.8,201,25.2,61,993.1
2010-02-05 16:00:00,8.1,77,0.0,0.0,0.0,0.0,0.0,4.3,7.6,180,22.7,64,993.6
2010-02-05 17:00:00,6.7,82,0.0,0.0,0.0,0.0,0.0,3.8,8.7,173,13.3,52,994.0
2010-02-05 18:00:00,5.2,87,0.0,0.0,0.0,0.0,0.0,3.2,9.4,173,12.2,14,994.3
2010-02-05 19:00:00,4.2,93,0.0,0.0,0.0,0.0,0.0,3.1,8.9,159,16.2,9,994.9
2010-02-05 20:00:00,3.4,95,0.0,0.0,0.0,0.0,0.0,2.6,9.4,148,15.5,6,995.1
2010-02-05 21:00:00,2.7,97,0.0,0.0,0.0,0.0,0.0,2.2,9.4,140,16.6,1,995.4
2010-02-05 22:00:00,2.2,98,0.0,0.0,0.0,0.0,0.0,1.9,10.3,144,16.9,16,995.8
2010-02-05 23:00:00,1.9,98,0.0,0.0,0.0,0.0,0.0,1.6,9.2,129,16.6,51,996.3
2010-02-06 00:00:00,1.5,98,0.0,0.0,0.0,0.0,0.0,1.2,9.4,113,15.5,83,997.1
2010-02-06 01:00:00,1.2,99,0.0,0.0,0.0,0.0,0.0,1.0,9.1,97,15.5,81,997.8
2010-02-06 02:00:00,0.9,99,0.0,0.0,0.0,0.0,0.0,0.8,9.6,77,15.5,38,998.3
2010-02-06 03:00:00,0.8,99,0.0,0.0,0.0,0.0,0.0,0.7,10.2,67,15.1,100,999.2
2010-02-06 04:00:00,0.4,100,0.0,0.0,0.0,0.0,0.0,0.4,10.8,53,14.4,100,1000.0
2010-02-06 05:00:00,0.3,99,0.0,0.0,0.0,0.0,0.0,0.2,11.5,41,16.9,100,1001.2
2010-02-06 06:00:00,0.2,99,0.0,0.0,0.0,0.0,0.0,0.1,12.4,30,19.8,100,1002.1
2010-02-06 07:00:00,1.8,100,0.0,0.0,0.0,0.0,0.0,1.8,13.5,25,23.4,100,1003.0
2010-02-06 08:00:00,2.1,99,0.0,0.0,0.0,0.0,0.0,2.0,14.2,27,24.1,100,1004.3
2010-02-06 09:00:00,2.8,99,0.0,0.0,0.0,0.0,0.0,2.7,14.0,26,26.6,100,1005.8
2010-02-06 10:00:00,3.7,98,0.0,0.0,0.0,0.0,0.0,3.4,16.3,25,28.1,100,1007.4
2010-02-06 11:00:00,4.9,92,0.0,0.0,0.0,0.0,0.0,3.7,15.8,27,29.5,100,1008.6
2010-02-06 12:00:00,5.9,90,0.0,0.0,0.0,0.0,0.0,4.3,15.3,27,29.9,100,1009.5
2010-02-06 13:00:00,6.7,87,0.0,0.0,0.0,0.0,0.0,4.6,15.0,27,29.9,100,1009.9
2010-02-06 14:00:00,6.9,86,0.0,0.0,0.0,0.0,0.0,4.7,14.7,28,29.2,100,1010.9
2010-02-06 15:00:00,6.7,87,0.0,0.0,0.0,0.0,0.0,4.8,14.3,28,28.4,100,1011.6
2010-02-06 16:00:00,6.4,90,0.0,0.0,0.0,0.0,0.0,4.9,12.1,27,27.7,100,1012.4
2010-02-06 17:00:00,5.9,94,0.0,0.0,0.0,0.0,0.0,4.9,7.9,16,22.7,100,1013.3
2010-02-06 18:00:00,5.5,96,0.0,0.0,0.0,0.0,0.0,5.0,7.6,19,16.2,100,1014.1
2010-02-06 19:00:00,4.4,99,0.0,0.0,0.0,0.0,0.0,4.2,8.1,32,14.0,98,1015.0
2010-02-06 20:00:00,4.2,99,0.0,0.0,0.0,0.0,0.0,4.1,6.9,28,11.9,100,1015.5
2010-02-06 21:00:00,4.0,100,0.0,0.0,0.0,0.0,0.0,3.9,7.8,13,11.2,100,1016.3
2010-02-06 22:00:00,3.9,99,0.0,0.0,0.0,0.0,0.0,3.8,5.8,4,12.6,100,1016.9
2010-02-06 23:00:00,3.7,99,0.0,0.0,0.0,0.0,0.0,3.6,6.2,7,13.3,100,1017.2
2010-02-07 00:00:00,3.6,99,0.0,0.0,0.0,0.0,0.0,3.5,5.6,27,15.1,100,1017.2
2010-02-07 01:00:00,3.2,99,0.0,0.0,0.0,0.0,0.0,3.1,5.1,45,16.2,100,1016.9
2010-02-07 02:00:00,3.1,99,0.0,0.0,0.0,0.0,0.0,3.0,5.5,11,15.5,100,1017.3
2010-02-07 03:00:00,3.0,98,0.0,0.0,0.0,0.0,0.0,2.8,4.4,325,11.5,99,1017.6
2010-02-07 04:00:00,2.9,98,0.0,0.0,0.0,0.0,0.0,2.6,5.1,321,11.5,100,1017.8
2010-02-07 05:00:00,2.5,98,0.0,0.0,0.0,0.0,0.0,2.2,5.2,335,12.6,100,1017.8
2010-02-07 06:00:00,2.4,97,0.0,0.0,0.0,0.0,0.0,1.9,5.9,346,13.3,100,1017.4
2010-02-07 07:00:00,2.5,99,0.0,0.0,0.0,0.0,0.0,2.3,6.5,3,13.0,99,1017.3
2010-02-07 08:00:00,2.6,97,0.0,0.0,0.0,0.0,0.0,2.1,6.9,9,13.3,96,1017.5
2010-02-07 09:00:00,2.9,94,0.0,0.0,0.0,0.0,0.0,2.1,7.3,11,15.1,98,1017.5
2010-02-07 10:00:00,3.5,92,0.0,0.0,0.0,0.0,0.0,2.3,7.2,354,17.6,100,1017.5
2010-02-07 11:00:00,4.2,87,0.0,0.0,0.0,0.0,0.0,2.2,7.6,360,18.4,100,1017.6
2010-02-07 12:00:00,4.7,80,0.0,0.0,0.0,0.0,0.0,1.6,8.1,13,19.1,100,1017.3
2010-02-07 13:00:00,4.9,77,0.0,0.0,0.0,0.0,0.0,1.2,9.8,24,20.5,100,1016.7
2010-02-07 14:00:00,5.0,74,0.0,0.0,0.0,0.0,0.0,0.7,10.9,34,23.4,100,1016.2
2010-02-07 15:00:00,4.7,78,0.0,0.0,0.0,0.0,0.0,1.1,11.3,37,24.1,100,1015.4
2010-02-07 16:00:00,4.3,81,0.0,0.0,0.0,0.0,0.0,1.3,11.1,36,24.8,100,1014.8
2010-02-07 17:00:00,3.7,85,0.0,0.0,0.0,0.0,0.0,1.3,11.4,35,24.1,95,1014.5
2010-02-07 18:00:00,3.3,87,0.0,0.0,0.0,0.0,0.0,1.4,13.0,39,23.0,100,1014.3
2010-02-07 19:00:00,2.8,93,0.0,0.0,0.0,0.0,0.0,1.7,14.0,44,23.0,99,1014.2
2010-02-07 20:00:00,2.4,94,0.0,0.0,0.0,0.0,0.0,1.5,13.2,45,21.6,99,1013.9
2010-02-07 21:00:00,2.2,94,0.0,0.0,0.0,0.0,0.0,1.3,12.5,44,21.6,97,1013.9
2010-02-07 22:00:00,2.0,94,0.0,0.0,0.0,0.0,0.0,1.1,9.3,28,20.5,100,1013.5
2010-02-07 23:00:00,1.8,95,0.0,0.0,0.0,0.0,0.0,1.0,10.8,21,20.2,100,1013.2
2010-02-08 00:00:00,1.6,95,0.0,0.0,0.0,0.0,0.0,1.0,11.9,25,22.7,99,1012.7
2010-02-08 01:00:00,1.6,95,0.0,0.0,0.0,0.0,0.0,1.0,13.8,28,26.6,96,1012.0
2010-02-08 02:00:00,1.5,95,0.0,0.0,0.0,0.0,0.0,0.8,15.1,28,28.4,85,1011.4
2010-02-08 03:00:00,1.2,95,0.0,0.0,0.0,0.0,0.0,0.5,15.8,30,29.9,69,1010.7
2010-02-08 04:00:00,0.8,95,0.0,0.0,0.0,0.0,0.0,0.1,16.5,32,30.2,89,1009.9
2010-02-08 05:00:00,0.8,94,0.0,0.0,0.0,0.0,0.0,-0.0,16.7,33,31.7,89,1009.5
2010-02-08 06:00:00,0.7,94,0.0,0.0,0.0,0.0,0.0,-0.2,17.5,32,32.8,92,1009.1
2010-02-08 07:00:00,1.0,95,0.0,0.0,0.0,0.0,0.0,0.2,18.5,33,34.2,93,1008.6
2010-02-08 08:00:00,1.0,93,0.0,0.0,0.0,0.0,0.0,0.1,19.4,35,34.9,97,1008.5
2010-02-08 09:00:00,1.1,94,0.0,0.0,0.0,0.0,0.0,0.2,19.7,35,37.1,94,1008.2
2010-02-08 10:00:00,1.5,88,0.1,0.1,0.0,0.0,0.0,-0.3,26.4,38,46.1,77,1008.2
2010-02-08 11:00:00,1.9,83,0.1,0.1,0.0,0.0,0.0,-0.7,27.1,40,48.2,85,1007.9
2010-02-08 12:00:00,2.3,79,0.1,0.1,0.0,0.0,0.0,-1.0,27.6,40,48.6,92,1007.8
2010-02-08 13:00:00,2.5,77,0.1,0.1,0.0,0.0,0.0,-1.1,26.3,41,49.3,93,1007.1
2010-02-08 14:00:00,2.3,79,0.0,0.0,0.0,0.0,0.0,-1.0,27.7,46,49.7,79,1006.7
2010-02-08 15:00:00,2.1,81,0.0,0.0,0.0,0.0,0.0,-0.9,26.0,45,49.7,63,1006.1
2010-02-08 16:00:00,1.7,83,0.0,0.0,0.0,0.0,0.0,-0.8,21.0,39,47.5,59,1006.1
2010-02-08 17:00:00,1.3,83,0.0,0.0,0.0,0.0,0.0,-1.2,20.2,35,37.8,72,1006.1
2010-02-08 18:00:00,1.0,84,0.0,0.0,0.0,0.0,0.0,-1.5,19.7,35,36.7,67,1006.0
2010-02-08 19:00:00,1.0,86,0.0,0.0,0.0,0.0,0.0,-1.2,19.0,33,34.9,63,1006.1
2010-02-08 20:00:00,0.5,86,0.0,0.0,0.0,0.0,0.0,-1.5,18.6,32,34.6,62,1006.1
2010-02-08 21:00:00,0.5,86,0.0,0.0,0.0,0.0,0.0,-1.6,18.4,31,33.8,49,1006.0
2010-02-08 22:00:00,0.5,85,0.0,0.0,0.0,0.0,0.0,-1.8,18.1,31,33.5,61,1005.9
2010-02-08 23:00:00,0.3,85,0.0,0.0,0.0,0.0,0.0,-1.9,17.6,31,32.4,58,1005.9
2010-02-09 00:00:00,0.2,84,0.0,0.0,0.0,0.0,0.0,-2.1,16.8,31,31.0,53,1005.8
2010-02-09 01:00:00,0.2,83,0.0,0.0,0.0,0.0,0.0,-2.3,15.5,25,29.9,40,1005.7
2010-02-09 02:00:00,-0.2,84,0.0,0.0,0.0,0.0,0.0,-2.5,14.7,17,28.1,53,1005.5
2010-02-09 03:00:00,-0.3,85,0.0,0.0,0.0,0.0,0.0,-2.5,15.5,12,26.3,61,1005.3
2010-02-09 04:00:00,-0.5,87,0.0,0.0,0.0,0.0,0.0,-2.5,16.2,12,26.6,61,1005.0
2010-02-09 05:00:00,-0.8,89,0.0,0.0,0.0,0.0,0.0,-2.3,16.9,12,27.0,66,1005.1
2010-02-09 06:00:00,-0.6,90,0.0,0.0,0.0,0.0,0.0,-2.0,17.2,11,27.7,65,1005.3
2010-02-09 07:00:00,-0.1,93,0.0,0.0,0.0,0.0,0.0,-1.1,17.5,9,30.6,72,1005.5
2010-02-09 08:00:00,-0.0,94,0.0,0.0,0.0,0.0,0.0,-0.9,17.8,7,31.0,68,1005.9
2010-02-09 09:00:00,0.7,92,0.0,0.0,0.0,0.0,0.0,-0.4,17.7,4,33.1,65,1006.3
2010-02-09 10:00:00,1.9,85,0.0,0.0,0.0,0.0,0.0,-0.3,20.9,1,37.1,58,1006.2
2010-02-09 11:00:00,3.0,79,0.1,0.1,0.0,0.0,0.0,-0.2,23.8,10,44.6,59,1006.7
2010-02-09 12:00:00,3.7,74,0.1,0.1,0.0,0.0,0.0,-0.6,20.4,9,44.6,44,1006.9
2010-02-09 13:00:00,4.3,68,0.2,0.2,0.0,0.0,0.0,-1.1,19.7,8,46.4,91,1006.4
2010-02-09 14:00:00,4.4,66,0.1,0.1,0.0,0.0,0.0,-1.4,19.6,6,45.7,69,1006.6
2010-02-09 15:00:00,4.4,65,0.0,0.0,0.0,0.0,0.0,-1.7,18.7,2,41.0,44,1006.5
2010-02-09 16:00:00,3.8,70,0.0,0.0,0.0,0.0,0.0,-1.2,19.6,7,37.4,42,1006.9
2010-02-09 17:00:00,2.4,79,0.0,0.0,0.0,0.0,0.0,-0.9,15.9,5,33.1,34,1007.4
2010-02-09 18:00:00,1.4,86,0.0,0.0,0.0,0.0,0.0,-0.7,15.1,357,26.3,39,1007.7
2010-02-09 19:00:00,1.3,93,0.0,0.0,0.0,0.0,0.0,0.3,16.0,351,28.8,48,1008.2
2010-02-09 20:00:00,1.2,92,0.0,0.0,0.0,0.0,0.0,0.1,17.7,348,31.0,37,1008.5
2010-02-09 21:00:00,1.0,92,0.0,0.0,0.0,0.0,0.0,-0.1,18.4,348,32.0,25,1008.7
2010-02-09 22:00:00,0.6,92,0.0,0.0,0.0,0.0,0.0,-0.6,17.5,346,32.0,34,1008.4
2010-02-09 23:00:00,0.4,92,0.0,0.0,0.0,0.0,0.0,-0.8,18.6,342,32.4,50,1008.5
2010-02-10 00:00:00,0.2,91,0.0,0.0,0.0,0.0,0.0,-1.0,19.6,340,33.1,72,1008.6
2010-02-10 01:00:00,0.3,92,0.0,0.0,0.0,0.0,0.0,-0.9,19.7,339,33.5,73,1008.4
2010-02-10 02:00:00,0.3,92,0.0,0.0,0.0,0.0,0.0,-0.9,20.3,340,33.1,59,1008.1
2010-02-10 03:00:00,0.4,92,0.0,0.0,0.0,0.0,0.0,-0.7,21.2,342,34.6,48,1008.0
2010-02-10 04:00:00,0.7,92,0.0,0.0,0.0,0.0,0.0,-0.5,21.5,346,34.9,30,1007.9
2010-02-10 05:00:00,0.3,93,0.0,0.0,0.0,0.0,0.0,-0.7,21.1,352,34.9,23,1008.2
2010-02-10 06:00:00,0.1,93,0.0,0.0,0.0,0.0,0.0,-0.9,20.2,358,34.2,22,1008.7
2010-02-10 07:00:00,0.0,90,0.0,0.0,0.0,0.0,0.0,-1.4,19.8,2,36.0,13,1009.0
2010-02-10 08:00:00,-0.2,88,0.0,0.0,0.0,0.0,0.0,-1.9,20.0,7,35.6,6,1009.8
2010-02-10 09:00:00,0.3,84,0.0,0.0,0.0,0.0,0.0,-2.1,20.3,12,36.7,16,1010.3
2010-02-10 10:00:00,0.9,78,0.0,0.0,0.0,0.0,0.0,-2.5,22.9,19,40.3,72,1011.1
2010-02-10 11:00:00,1.6,75,0.0,0.0,0.0,0.0,0.0,-2.4,20.6,25,50.4,58,1011.7
2010-02-10 12:00:00,2.0,73,0.0,0.0,0.0,0.0,0.0,-2.3,18.8,26,50.8,83,1011.9
2010-02-10 13:00:00,2.3,71,0.0,0.0,0.0,0.0,0.0,-2.3,18.1,23,49.3,88,1012.2
2010-02-10 14:00:00,2.5,70,0.0,0.0,0.0,0.0,0.0,-2.4,18.4,23,48.6,66,1012.3
