Date and time,Cooling,Heating,Total
02/03/2010 09,3.96,11.94,15.9
02/03/2010 10,3.02,14.79,17.81
02/03/2010 11,3.94,10.26,14.2
02/03/2010 12,3.97,11.74,15.71
02/03/2010 13,3.99,10.08,14.07
02/03/2010 14,3.98,9.95,13.93
02/03/2010 15,3.07,9.94,13.01
02/03/2010 16,3.99,8.1,12.09
02/03/2010 17,3.87,8.8,12.67
02/03/2010 18,3.11,10.96,14.07
02/03/2010 19,2.98,7.93,10.91
02/03/2010 20,3.85,9.8,13.65
02/03/2010 21,2.98,10.93,13.91
02/03/2010 22,2.98,7.54,10.52
02/03/2010 23,3.16,4.97,8.13
03/03/2010 00,2.99,5.98,8.97
03/03/2010 01,3.79,5.96,9.75
03/03/2010 02,3.19,5.97,9.16
03/03/2010 03,3.77,5.22,8.99
03/03/2010 04,2.98,5.71,8.69
03/03/2010 05,3.22,5.98,9.2
03/03/2010 06,4.49,11.84,16.33
03/03/2010 07,16.57,0.27,16.84
03/03/2010 08,4.11,15.51,19.62
03/03/2010 09,3.58,13.92,17.5
03/03/2010 10,3.68,13.26,16.94
03/03/2010 11,3.26,15.27,18.53
03/03/2010 12,3.98,11.95,15.93
03/03/2010 13,2.98,9.31,12.29
03/03/2010 14,3.98,9.59,13.57
03/03/2010 15,3.32,10.58,13.9
03/03/2010 16,3.64,9.09,12.73
03/03/2010 17,3.34,7.56,10.9
03/03/2010 18,3.62,8.97,12.59
03/03/2010 19,2.98,11.55,14.53
03/03/2010 20,2.98,9.37,12.35
03/03/2010 21,3.38,11.53,14.91
03/03/2010 22,2.99,6.85,9.84
03/03/2010 23,3.57,5.97,9.54
04/03/2010 00,2.98,5.97,8.95
04/03/2010 01,2.98,4.97,7.95
04/03/2010 02,3.43,5.97,9.4
04/03/2010 03,3.52,5.97,9.49
04/03/2010 04,2.98,5.48,8.46
04/03/2010 05,2.98,6.91,9.89
04/03/2010 06,3.98,10.93,14.91
04/03/2010 07,3.98,15.86,19.84
04/03/2010 08,2.98,15.47,18.45
04/03/2010 09,3.45,14.92,18.37
04/03/2010 10,3.97,11.5,15.47
04/03/2010 11,3.52,10.52,14.04
04/03/2010 12,2.98,9.13,12.11
04/03/2010 13,2.98,6.77,9.75
04/03/2010 14,3.56,8.95,12.51
04/03/2010 15,3.4,9.95,13.35
04/03/2010 16,3.58,7.22,10.8
04/03/2010 17,2.39,7.33,9.72
04/03/2010 18,3.6,8.78,12.38
04/03/2010 19,2.35,7.12,9.47
04/03/2010 20,2.62,9.29,11.91
04/03/2010 21,2.33,8.99,11.32
04/03/2010 22,2.97,4.98,7.95
04/03/2010 23,2.65,3.28,5.93
05/03/2010 00,2.99,4.97,7.96
05/03/2010 01,2.29,5.41,7.7
05/03/2010 02,2.98,3.26,6.24
05/03/2010 03,2.69,5.23,7.92
05/03/2010 04,2.27,5.49,7.76
05/03/2010 05,2.98,2.93,5.91
05/03/2010 06,2.98,10.39,13.37
05/03/2010 07,2.73,13.93,16.66
05/03/2010 08,2.99,12.52,15.51
05/03/2010 09,1.99,10.95,12.94
05/03/2010 10,3.21,9.13,12.34
05/03/2010 11,3.38,9.01,12.39
05/03/2010 12,2.58,7.38,9.96
05/03/2010 13,3.8,6.13,9.93
05/03/2010 14,2.98,6.81,9.79
05/03/2010 15,2.16,5.97,8.13
05/03/2010 16,2.98,5.97,8.95
05/03/2010 17,2.83,6.07,8.9
05/03/2010 18,2.13,6.85,8.98
05/03/2010 19,2.86,7.06,9.92
05/03/2010 20,1.98,7.96,9.94
05/03/2010 21,2.88,6.9,9.78
05/03/2010 22,2.19,4.97,7.16
05/03/2010 23,2.89,5.88,8.77
06/03/2010 00,2.99,3.03,6.02
06/03/2010 01,2.99,5.01,8
06/03/2010 02,2.69,4.61,7.3
06/03/2010 03,3.29,3.33,6.62
06/03/2010 04,2.01,5.96,7.97
06/03/2010 05,3.97,3.99,7.96
06/03/2010 06,3,6.95,9.95
06/03/2010 07,2.98,9.93,12.91
06/03/2010 08,2.99,9.92,12.91
06/03/2010 09,3.97,10.94,14.91
06/03/2010 10,3.01,9.94,12.95
06/03/2010 11,3.95,9.96,13.91
06/03/2010 12,3.98,9.03,13.01
06/03/2010 13,3.98,8.86,12.84
06/03/2010 14,3.05,6.06,9.11
06/03/2010 15,3.91,6.07,9.98
06/03/2010 16,3.07,6.95,10.02
06/03/2010 17,3.89,6.84,10.73
06/03/2010 18,2.98,6.96,9.94
06/03/2010 19,2.98,7.96,10.94
06/03/2010 20,2.98,6.96,9.94
06/03/2010 21,2.98,6.96,9.94
06/03/2010 22,2.98,6.14,9.12
06/03/2010 23,2.14,4.37,6.51
07/03/2010 00,2.99,3.78,6.77
07/03/2010 01,1.99,5.76,7.75
07/03/2010 02,2.99,4.42,7.41
07/03/2010 03,2.79,3.52,6.31
07/03/2010 04,2.2,5.97,8.17
07/03/2010 05,1.99,4.49,6.48
07/03/2010 06,3.99,7.45,11.44
07/03/2010 07,2.74,7.69,10.43
07/03/2010 08,2.23,8.82,11.05
07/03/2010 09,3.72,7.41,11.13
07/03/2010 10,2.98,6.97,9.95
07/03/2010 11,2.98,6.97,9.95
07/03/2010 12,3.28,6.63,9.91
07/03/2010 13,2.99,6.29,9.28
07/03/2010 14,3.44,6.19,9.63
07/03/2010 15,3.32,6.64,9.96
07/03/2010 16,2.86,6.08,8.94
07/03/2010 17,3.33,6.59,9.92
07/03/2010 18,2.98,6.34,9.32
07/03/2010 19,2.62,5.98,8.6
07/03/2010 20,3.36,6.97,10.33
07/03/2010 21,2.6,5.98,8.58
07/03/2010 22,2.38,6.97,9.35
07/03/2010 23,2.99,4.97,7.96
08/03/2010 00,2.99,2.96,5.95
08/03/2010 01,2,5.98,7.98
08/03/2010 02,2.54,4.44,6.98
08/03/2010 03,2.43,3.49,5.92
08/03/2010 04,1.99,5.97,7.96
08/03/2010 05,2.99,6.44,9.43
08/03/2010 06,3,8.95,11.95
08/03/2010 07,2.49,15.88,18.37
08/03/2010 08,2.48,12.99,15.47
08/03/2010 09,2.99,11.49,14.48
08/03/2010 10,3.46,11.38,14.84
08/03/2010 11,2.98,11.37,14.35
08/03/2010 12,3.53,10.24,13.77
08/03/2010 13,2.44,8.79,11.23
08/03/2010 14,2.55,8.55,11.1
08/03/2010 15,3.41,6.56,9.97
08/03/2010 16,2.56,6.73,9.29
08/03/2010 17,2.99,8.21,11.2
08/03/2010 18,1.98,5.96,7.94
08/03/2010 19,2.99,6.31,9.3
08/03/2010 20,1.99,6.62,8.61
08/03/2010 21,1.99,5.97,7.96
08/03/2010 22,2.66,5.31,7.97
08/03/2010 23,2.31,3.66,5.97
09/03/2010 00,3.32,3.93,7.25
09/03/2010 01,2.65,5.96,8.61
09/03/2010 02,2.99,3.69,6.68
09/03/2010 03,2.99,4.25,7.24
09/03/2010 04,2.99,5.97,8.96
09/03/2010 05,2.27,3.71,5.98
09/03/2010 06,3.71,11.47,15.18
09/03/2010 07,2.99,9.63,12.62
09/03/2010 08,1.99,12.71,14.7
09/03/2010 09,2.22,10.94,13.16
09/03/2010 10,2.75,13.74,16.49
09/03/2010 11,2.2,9.58,11.78
09/03/2010 12,2.98,6.15,9.13
09/03/2010 13,2.98,5.95,8.93
09/03/2010 14,2.79,7.97,10.76
09/03/2010 15,3.17,7.81,10.98
09/03/2010 16,2.82,6.97,9.79
09/03/2010 17,2.99,5.85,8.84
09/03/2010 18,1.98,5.21,7.19
09/03/2010 19,2.99,6.86,9.85
09/03/2010 20,2.87,6.97,9.84
09/03/2010 21,2.11,5.88,7.99
09/03/2010 22,2.98,4.91,7.89
09/03/2010 23,2.99,3.05,6.04
10/03/2010 00,2.98,5.03,8.01
10/03/2010 01,2.99,3.89,6.88
10/03/2010 02,2.52,4.05,6.57
10/03/2010 03,3.46,4.97,8.43
10/03/2010 04,2.99,2.97,5.96
10/03/2010 05,2.99,5.97,8.96
10/03/2010 06,3.01,6.96,9.97
10/03/2010 07,2.97,10.91,13.88
10/03/2010 08,2.99,11.94,14.93
10/03/2010 09,1.99,10.94,12.93
10/03/2010 10,2.97,11.94,14.91
10/03/2010 11,2.01,8,10.01
10/03/2010 12,2.94,8.93,11.87
10/03/2010 13,2.03,6.12,8.15
10/03/2010 14,1.98,5.96,7.94
10/03/2010 15,3.91,6.85,10.76
10/03/2010 16,2.06,6.09,8.15
10/03/2010 17,2.99,6.84,9.83
10/03/2010 18,2.88,6.09,8.97
10/03/2010 19,2.09,5.97,8.06
10/03/2010 20,1.99,6.97,8.96
10/03/2010 21,2.86,7.97,10.83
10/03/2010 22,1.97,4.97,6.94
10/03/2010 23,2.98,2.97,5.95
11/03/2010 00,3.14,5.16,8.3
11/03/2010 01,2.99,4.98,7.97
11/03/2010 02,2.99,3.76,6.75
11/03/2010 03,2.99,4.97,7.96
11/03/2010 04,2.77,3.68,6.45
11/03/2010 05,2.98,5.26,8.24
11/03/2010 06,2.98,8.45,11.43
11/03/2010 07,3.21,10.31,13.52
11/03/2010 08,2.75,9.86,12.61
11/03/2010 09,2.23,11.36,13.59
11/03/2010 10,2,10.26,12.26
11/03/2010 11,2.77,7.96,10.73
11/03/2010 12,7.44,2.245,9.685
11/03/2010 13,2.991,7.61,10.601
11/03/2010 14,2.99,8.02,11.01
11/03/2010 15,4.063,7.31,11.373
11/03/2010 16,2.99,5.61,8.6
11/03/2010 17,1.99,6.34,8.33
11/03/2010 18,2.99,5.96,8.95
11/03/2010 19,1.98,5.96,7.94
11/03/2010 20,2.99,5.98,8.97
11/03/2010 21,1.98,6.97,8.95
11/03/2010 22,2.61,4.97,7.58
11/03/2010 23,3.38,5.97,9.35
12/03/2010 00,2.57,2.85,5.42
12/03/2010 01,3.4,5.08,8.48
12/03/2010 02,2.99,4.43,7.42
12/03/2010 03,2.55,3.51,6.06
12/03/2010 04,3.43,4.96,8.39
12/03/2010 05,2.53,4.97,7.5
12/03/2010 06,2.98,6.96,9.94
12/03/2010 07,3.98,8.93,12.91
12/03/2010 08,1.98,10,11.98
12/03/2010 09,2.48,7.43,9.91
12/03/2010 10,2.48,8.96,11.44
12/03/2010 11,2.51,6.52,9.03
12/03/2010 12,2.99,5.98,8.97
12/03/2010 13,2.99,9.24,12.23
12/03/2010 14,2.44,11.53,13.97
12/03/2010 15,2.54,8.94,11.48
12/03/2010 16,2.99,9.74,12.73
12/03/2010 17,1.99,12.16,14.15
12/03/2010 18,2.99,8.95,11.94
12/03/2010 19,1.99,8.96,10.95
12/03/2010 20,1.99,10.65,12.64
12/03/2010 21,2.36,10.9,13.26
12/03/2010 22,2.25,4.97,7.22
12/03/2010 23,1.36,2.63,3.99
13/03/2010 00,2.64,4.97,7.61
13/03/2010 01,1.34,4.67,6.01
13/03/2010 02,1.98,3.26,5.24
13/03/2010 03,1.99,4.97,6.96
13/03/2010 04,1.99,4.43,6.42
13/03/2010 05,1.98,3.77,5.75
13/03/2010 06,1.99,7.21,9.2
13/03/2010 07,1.98,9.94,11.92
13/03/2010 08,1.99,7.49,9.48
13/03/2010 09,2.99,8.19,11.18
13/03/2010 10,1.98,6.75,8.73
13/03/2010 11,2,6.37,8.37
13/03/2010 12,1.98,8.57,10.55
13/03/2010 13,1.99,5.97,7.96
13/03/2010 14,2.19,5.97,8.16
13/03/2010 15,2.79,5.97,8.76
13/03/2010 16,1.99,5.97,7.96
13/03/2010 17,1.99,6.1,8.09
13/03/2010 18,1.99,6.83,8.82
13/03/2010 19,1.98,5.96,7.94
13/03/2010 20,2.85,5.87,8.72
13/03/2010 21,2.13,5.07,7.2
13/03/2010 22,1.98,5.88,7.86
13/03/2010 23,1.99,4.06,6.05
14/03/2010 00,1.99,4.96,6.95
14/03/2010 01,1.98,4.87,6.85
14/03/2010 02,1.99,3.03,5.02
14/03/2010 03,1.05,5.02,6.07
14/03/2010 04,1.93,3.92,5.85
14/03/2010 05,2.04,4.03,6.07
14/03/2010 06,1.98,6.96,8.94
14/03/2010 07,2.95,5.97,8.92
14/03/2010 08,2,6.97,8.97
14/03/2010 09,1.98,5.96,7.94
14/03/2010 10,1.99,5.97,7.96
14/03/2010 11,2,6.97,8.97
14/03/2010 12,2.01,5.97,7.98
14/03/2010 13,2,4.97,6.97
14/03/2010 14,2.95,5.96,8.91
14/03/2010 15,1.99,5.96,7.95
14/03/2010 16,2,4.97,6.97
14/03/2010 17,1.98,5.95,7.93
14/03/2010 18,1.99,5.97,7.96
14/03/2010 19,1.99,5.97,7.96
14/03/2010 20,2.99,6.96,9.95
14/03/2010 21,2,5.98,7.98
14/03/2010 22,1.98,5.96,7.94
14/03/2010 23,2,5.15,7.15
15/03/2010 00,1.99,3.17,5.16
15/03/2010 01,1.98,3.8,5.78
15/03/2010 02,2,5.78,7.78
15/03/2010 03,0.99,2.61,3.6
15/03/2010 04,2,4.55,6.55
15/03/2010 05,1.99,5.75,7.74
15/03/2010 06,2.99,10.99,13.98
15/03/2010 07,1.99,17.67,19.66
15/03/2010 08,2.76,12.71,15.47
15/03/2010 09,2.23,13.39,15.62
15/03/2010 10,2.74,11.51,14.25
15/03/2010 11,2.24,12.95,15.19
15/03/2010 12,3.72,9.94,13.66
15/03/2010 13,2.98,11.63,14.61
15/03/2010 14,2.98,10.59,13.57
15/03/2010 15,3.98,10.27,14.25
15/03/2010 16,2.98,7.99,10.97
15/03/2010 17,3.3,6.97,10.27
15/03/2010 18,1.99,6.6,8.59
15/03/2010 19,2.99,6.33,9.32
15/03/2010 20,1.99,8.19,10.18
15/03/2010 21,1.98,7.75,9.73
15/03/2010 22,1.99,4.38,6.37
15/03/2010 23,1.99,2.97,4.96
16/03/2010 00,1.98,4.97,6.95
16/03/2010 01,2,4.98,6.98
16/03/2010 02,1.98,2.98,4.96
16/03/2010 03,1.99,4.52,6.51
16/03/2010 04,1.99,4.44,6.43
16/03/2010 05,1.98,4.02,6
16/03/2010 06,1.99,11.47,13.46
16/03/2010 07,1.99,14.44,16.43
16/03/2010 08,3.5,14.43,17.93
16/03/2010 09,2.48,12.46,14.94
16/03/2010 10,2.99,13.93,16.92
16/03/2010 11,2.48,10.49,12.97
16/03/2010 12,3.5,8.94,12.44
16/03/2010 13,3.93,9.08,13.01
16/03/2010 14,4.51,6.39,10.9
16/03/2010 15,4.71,6.54,11.25
16/03/2010 16,3.82,4.96,8.78
16/03/2010 17,3.42,4.96,8.38
16/03/2010 18,2.56,4.96,7.52
16/03/2010 19,2.99,4.97,7.96
16/03/2010 20,1.99,5.97,7.96
16/03/2010 21,1.99,8.32,10.31
16/03/2010 22,1.98,4.27,6.25
16/03/2010 23,1.99,4.31,6.3
17/03/2010 00,1.98,4.97,6.95
17/03/2010 01,1.99,2.66,4.65
17/03/2010 02,1.99,4.99,6.98
17/03/2010 03,2,4.98,6.98
17/03/2010 04,1.98,3.34,5.32
17/03/2010 05,1.98,4.16,6.14
17/03/2010 06,1.99,9.22,11.21
17/03/2010 07,2.98,11.7,14.68
17/03/2010 08,1.99,12.21,14.2
17/03/2010 09,2.24,12.94,15.18
17/03/2010 10,2.72,9.94,12.66
17/03/2010 11,3,9.76,12.76
17/03/2010 12,3.22,5.76,8.98
17/03/2010 13,2.98,5.96,8.94
17/03/2010 14,3.98,5.79,9.77
17/03/2010 15,2.98,5.31,8.29
17/03/2010 16,3.98,6.96,10.94
17/03/2010 17,2.98,7.96,10.94
17/03/2010 18,3.81,8.69,12.5
17/03/2010 19,1.99,4.98,6.97
17/03/2010 20,2.99,5.1,8.09
17/03/2010 21,1.98,5.91,7.89
17/03/2010 22,1.98,4.92,6.9
17/03/2010 23,2,4.9,6.9
18/03/2010 00,1.44,1.45,2.89
18/03/2010 01,0.91,0,0.91
18/03/2010 02,0,0,0
18/03/2010 03,0,0,0
18/03/2010 04,0,0,0
18/03/2010 05,0,0,0
18/03/2010 06,0,0,0
18/03/2010 07,0,0,0
18/03/2010 08,0,0,0
18/03/2010 09,0,0,0
18/03/2010 10,0,0,0
18/03/2010 11,0,0,0
18/03/2010 12,0,0,0
18/03/2010 13,0,0,0
18/03/2010 14,0,0,0
18/03/2010 15,0,0,0
18/03/2010 16,0,0,0
18/03/2010 17,0,0,0
18/03/2010 18,0,0,0
18/03/2010 19,0,0,0
18/03/2010 20,0,0,0
18/03/2010 21,0,0,0
18/03/2010 22,0,0,0
18/03/2010 23,0,0,0
19/03/2010 00,0,0,0
19/03/2010 01,0,0,0
19/03/2010 02,0,0,0
19/03/2010 03,0,0,0
19/03/2010 04,0,0,0
19/03/2010 05,0,0,0
19/03/2010 06,0,0,0
19/03/2010 07,0,0,0
19/03/2010 08,0,0,0
19/03/2010 09,0,0,0
19/03/2010 10,0,0,0
19/03/2010 11,0,0,0
19/03/2010 12,18.554,6.7,25.254
19/03/2010 13,10.226,9.9,20.126
19/03/2010 14,5.7,4.98,10.68
19/03/2010 15,5.27,3.43,8.7
19/03/2010 16,5.67,4.53,10.2
19/03/2010 17,3.98,4.56,8.54
19/03/2010 18,5.29,3.41,8.7
19/03/2010 19,4.64,4.99,9.63
19/03/2010 20,4.32,3.98,8.3
19/03/2010 21,2.33,3.98,6.31
19/03/2010 22,1.99,3.98,5.97
19/03/2010 23,1.98,2.6,4.58
20/03/2010 00,1.99,3.65,5.64
20/03/2010 01,2.99,2,4.99
20/03/2010 02,1.55,2.99,4.54
20/03/2010 03,1.429,3.3,4.729
20/03/2010 04,2.526,2.99,5.516
20/03/2010 05,1.98,3.98,5.96
20/03/2010 06,3.462,3.98,7.442
20/03/2010 07,1.99,2.98,4.97
20/03/2010 08,1.99,5.73,7.72
20/03/2010 09,2.99,3.23,6.22
20/03/2010 10,1.99,4.75,6.74
20/03/2010 11,1.99,4.22,6.21
20/03/2010 12,1.99,3.2,5.19
20/03/2010 13,2.99,4.76,7.75
20/03/2010 14,1.989,3.98,5.969
20/03/2010 15,2.418,4.17,6.588
20/03/2010 16,2.562,4.61,7.172
20/03/2010 17,1.99,3.5,5.49
20/03/2010 18,1.99,5.48,7.47
20/03/2010 19,1.99,3.29,5.28
20/03/2010 20,2.988,4.69,7.678
20/03/2010 21,1.991,4.26,6.251
20/03/2010 22,1.988,3.85,5.838
20/03/2010 23,1.992,3.87,5.862
21/03/2010 00,1.988,2.99,4.978
21/03/2010 01,1.991,2.18,4.171
21/03/2010 02,1.99,3.88,5.87
21/03/2010 03,1.99,2.91,4.9
21/03/2010 04,1.988,3.06,5.048
21/03/2010 05,1.274,3.99,5.264
21/03/2010 06,3.705,3.98,7.685
21/03/2010 07,1.99,4.02,6.01
21/03/2010 08,1.989,4.94,6.929
21/03/2010 09,1.99,4.96,6.95
21/03/2010 10,2.223,4,6.223
21/03/2010 11,2.755,3.98,6.735
21/03/2010 12,1.991,4.98,6.971
21/03/2010 13,1.99,3.96,5.95
21/03/2010 14,2.18,3.02,5.2
21/03/2010 15,2.799,4.94,7.739
21/03/2010 16,1.99,4.48,6.47
21/03/2010 17,2.15,4.5,6.65
21/03/2010 18,2.83,3.92,6.75
21/03/2010 19,1.99,4.04,6.03
21/03/2010 20,2.119,3.98,6.099
21/03/2010 21,1.86,4.89,6.75
21/03/2010 22,2.988,3.17,6.158
21/03/2010 23,1.991,3.88,5.871
22/03/2010 00,1.987,2.98,4.967
22/03/2010 01,1.071,2.98,4.051
22/03/2010 02,2.907,2.98,5.887
22/03/2010 03,1.938,2.13,4.068
22/03/2010 04,2,3.84,5.84
22/03/2010 05,1.073,3.98,5.053
22/03/2010 06,3.953,4.99,8.943
22/03/2010 07,2.007,7.45,9.457
22/03/2010 08,2.979,5.95,8.929
22/03/2010 09,3.979,5.15,9.129
22/03/2010 10,3.98,5.58,9.56
22/03/2010 11,4.954,4.77,9.724
22/03/2010 12,4.039,4.75,8.789
22/03/2010 13,4.937,3.97,8.907
22/03/2010 14,4.931,4.21,9.141
22/03/2010 15,7.526,4,11.526
22/03/2010 16,4.979,6.771,11.75
22/03/2010 17,2.066,5.055,7.121
22/03/2010 18,1.99,2.077,4.067
22/03/2010 19,2.878,4.879,7.757
22/03/2010 20,1.101,4.866,5.967
22/03/2010 21,2.861,2.352,5.213
22/03/2010 22,1.256,4.723,5.979
22/03/2010 23,2,4.833,6.833
23/03/2010 00,1.841,3.286,5.127
23/03/2010 01,3.82,5.652,9.472
23/03/2010 02,2.159,8.608,10.767
23/03/2010 03,2.799,12.567,15.366
23/03/2010 04,2.179,14.722,16.901
23/03/2010 05,1.991,15.141,17.132
23/03/2010 06,2.99,13.149,16.139
23/03/2010 07,2.759,9.937,12.696
23/03/2010 08,2.221,6.902,9.123
23/03/2010 09,3.739,7.478,11.217
23/03/2010 10,4.241,6.22,10.461
23/03/2010 11,5.447,7.698,13.145
23/03/2010 12,5.251,6.24,11.491
23/03/2010 13,6.687,5.261,11.948
23/03/2010 14,5.667,4.979,10.646
23/03/2010 15,6.958,5.667,12.625
23/03/2010 16,5.276,6.638,11.914
23/03/2010 17,5.968,6.294,12.262
23/03/2010 18,4.317,4.971,9.288
23/03/2010 19,5.629,5.328,10.957
23/03/2010 20,4.328,5.608,9.936
23/03/2010 21,3.609,6.601,10.21
23/03/2010 22,2.739,3.729,6.468
23/03/2010 23,1.99,3.979,5.969
24/03/2010 00,1.99,4.575,6.565
24/03/2010 01,1.405,4.385,5.79
24/03/2010 02,2,3.555,5.555
24/03/2010 03,2.126,2.84,4.966
24/03/2010 04,1.428,4.544,5.972
24/03/2010 05,2.532,4.522,7.054
24/03/2010 06,3.447,5.969,9.416
24/03/2010 07,4.035,8.492,12.527
24/03/2010 08,2.944,7.472,10.416
24/03/2010 09,4.993,8.446,13.439
24/03/2010 10,5.462,6.468,11.93
24/03/2010 11,7.476,5.968,13.444
24/03/2010 12,7.911,5.497,13.408
24/03/2010 13,7.95,4.441,12.391
24/03/2010 14,5.895,4.518,10.413
24/03/2010 15,7.8,1.099,8.899
24/03/2010 16,0,0,0
24/03/2010 17,0,0,0
24/03/2010 18,0,0,0
24/03/2010 19,0,0,0
24/03/2010 20,0,0,0
24/03/2010 21,0,0,0
24/03/2010 22,0,0,0
24/03/2010 23,0,0,0
25/03/2010 00,0,0,0
25/03/2010 01,0,0,0
25/03/2010 02,0,0,0
25/03/2010 03,0,0,0
25/03/2010 04,0,0,0
25/03/2010 05,0,0,0
25/03/2010 06,0,0,0
25/03/2010 07,0,0,0
25/03/2010 08,1.424,0,1.424
25/03/2010 09,2.596,0,2.596
25/03/2010 10,0,0,0
25/03/2010 11,1.66,0,1.66
25/03/2010 12,7.28,3.06,10.34
25/03/2010 13,0,0,0
25/03/2010 14,2,2,4
25/03/2010 15,8.66,7.76,16.42
25/03/2010 16,13.77,9.86,23.63
25/03/2010 17,11.81,3.58,15.39
25/03/2010 18,8.97,3.91,12.88
25/03/2010 19,7.95,3.98,11.93
25/03/2010 20,7.97,4.99,12.96
25/03/2010 21,6.91,2.98,9.89
25/03/2010 22,3.64,3.3,6.94
25/03/2010 23,2.65,3.32,5.97
26/03/2010 00,2.99,2,4.99
26/03/2010 01,2.99,2.98,5.97
26/03/2010 02,1,2.98,3.98
26/03/2010 03,2.97,3.01,5.98
26/03/2010 04,2.02,3.47,5.49
26/03/2010 05,3.46,2,5.46
26/03/2010 06,5.93,3.98,9.91
26/03/2010 07,5.98,4.98,10.96
26/03/2010 08,7.83,6.76,14.59
26/03/2010 09,7.96,4.2,12.16
26/03/2010 10,7.05,5.98,13.03
26/03/2010 11,10.77,3.98,14.75
26/03/2010 12,10.85,4.99,15.84
26/03/2010 13,9.18,4.98,14.16
26/03/2010 14,9.97,4.11,14.08
26/03/2010 15,7.96,4.71,12.67
26/03/2010 16,8.96,4.12,13.08
26/03/2010 17,9.96,4.14,14.1
26/03/2010 18,6.96,5.82,12.78
26/03/2010 19,6.96,4.16,11.12
26/03/2010 20,6.14,4.81,10.95
26/03/2010 21,5.79,5.79,11.58
26/03/2010 22,3.17,2.57,5.74
26/03/2010 23,2.98,2,4.98
27/03/2010 00,1.99,2.98,4.97
27/03/2010 01,2.99,2.77,5.76
27/03/2010 02,2.21,2.97,5.18
27/03/2010 03,2.24,2,4.24
27/03/2010 04,2.99,1.99,4.98
27/03/2010 05,2.99,2.99,5.98
27/03/2010 06,4.99,4.71,9.7
27/03/2010 07,6.13,4.27,10.4
27/03/2010 08,3.99,5.95,9.94
27/03/2010 09,4.39,6.98,11.37
27/03/2010 10,3.97,5.28,9.25
27/03/2010 11,6.3,3.97,10.27
27/03/2010 12,5.65,4.97,10.62
27/03/2010 13,4.97,3.97,8.94
27/03/2010 14,3.67,3.33,7
27/03/2010 15,5.28,3.98,9.26
27/03/2010 16,3.97,3.35,7.32
27/03/2010 17,3.35,2.99,6.34
27/03/2010 18,3.6,4.37,7.97
27/03/2010 19,3.59,3.38,6.97
27/03/2010 20,4.98,3.99,8.97
27/03/2010 21,3.98,3.58,7.56
27/03/2010 22,3.56,2.98,6.54
27/03/2010 23,3.4,2.42,5.82
28/03/2010 00,2,2.98,4.98
28/03/2010 02,2.54,2.98,5.52
28/03/2010 03,2.98,2.45,5.43
28/03/2010 04,2.99,2,4.99
28/03/2010 05,2,3.46,5.46
28/03/2010 06,4.01,2.51,6.52
28/03/2010 07,4.48,4.47,8.95
28/03/2010 08,3.98,3.48,7.46
28/03/2010 09,3.98,2.5,6.48
28/03/2010 10,3.99,3.98,7.97
28/03/2010 11,3.98,3.46,7.44
28/03/2010 12,4.98,2.98,7.96
28/03/2010 13,3.98,3.53,7.51
28/03/2010 14,3.43,3.42,6.85
28/03/2010 15,3.97,2.99,6.96
28/03/2010 16,5.14,3.98,9.12
28/03/2010 17,2.99,3.81,6.8
28/03/2010 18,3.98,3.57,7.55
28/03/2010 19,4.59,2.98,7.57
28/03/2010 20,4.37,3.6,7.97
28/03/2010 21,3.98,2.99,6.97
28/03/2010 22,4.62,3.35,7.97
28/03/2010 23,4,2.98,6.98
29/03/2010 00,2.64,2.99,5.63
29/03/2010 01,2.99,2,4.99
29/03/2010 02,2.67,2.99,5.66
29/03/2010 03,1.63,2.99,4.62
29/03/2010 04,2.68,3.3,5.98
29/03/2010 05,3.68,2,5.68
29/03/2010 06,2.58,3.57,6.15
29/03/2010 07,4.97,4.97,9.94
29/03/2010 08,5.24,4.97,10.21
29/03/2010 09,7.71,5.71,13.42
29/03/2010 10,6.23,5.49,11.72
29/03/2010 11,7.47,6.96,14.43
29/03/2010 12,7.95,6.44,14.39
29/03/2010 13,7.96,6.52,14.48
29/03/2010 14,6.96,5.2,12.16
29/03/2010 15,6.97,6.19,13.16
29/03/2010 16,7.96,5.96,13.92
29/03/2010 17,7.77,4.96,12.73
29/03/2010 18,6.97,5.78,12.75
29/03/2010 19,5.98,5.81,11.79
29/03/2010 20,5.13,4.82,9.95
29/03/2010 21,7.66,4.14,11.8
29/03/2010 22,4.98,4.84,9.82
29/03/2010 23,3.11,2.99,6.1
30/03/2010 00,1.99,3.73,5.72
30/03/2010 01,2,3.11,5.11
30/03/2010 02,2.1,2.88,4.98
30/03/2010 03,2.89,2.99,5.88
30/03/2010 04,2,2.99,4.99
30/03/2010 05,2,2.15,4.15
30/03/2010 06,3.13,3.98,7.11
30/03/2010 07,4.97,3.98,8.95
30/03/2010 08,5.03,4.97,10
30/03/2010 09,6.93,4.97,11.9
30/03/2010 10,6.93,5.99,12.92
30/03/2010 11,7.94,6,13.94
30/03/2010 12,6.97,4.99,11.96
30/03/2010 13,5.99,5.97,11.96
30/03/2010 14,6.97,4.98,11.95
30/03/2010 15,7.96,5.98,13.94
30/03/2010 16,9.96,6.99,16.95
30/03/2010 17,6,4.98,10.98
30/03/2010 18,7.86,5.97,13.83
30/03/2010 19,5.07,5.05,10.12
30/03/2010 20,4.94,6.92,11.86
30/03/2010 21,3.98,6.97,10.95
30/03/2010 22,4.89,7.86,12.75
